n_threads,time
1,1.13
1,1.11
1,1.08
1,1.08
1,1.10
2,1.10
2,1.13
2,1.11
2,1.10
2,1.14
3,1.15
3,1.13
3,1.14
3,1.16
3,1.12
4,1.16
4,1.14
4,1.15
4,1.15
4,1.14
5,1.14
5,1.20
5,1.27
5,1.20
5,1.22
6,1.30
6,1.22
6,1.16
6,1.16
6,1.17
7,1.23
7,1.20
7,1.20
7,1.19
7,1.22
8,1.20
8,1.25
8,1.20
8,1.23
8,1.21
